period,msn,Item,seriesDescription,value,unit
1965,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.74,Thousand Btu per Chained (2017) Dollar
1966,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.64,Thousand Btu per Chained (2017) Dollar
1967,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.68,Thousand Btu per Chained (2017) Dollar
1968,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.82,Thousand Btu per Chained (2017) Dollar
1969,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,12.02,Thousand Btu per Chained (2017) Dollar
1970,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,12.42,Thousand Btu per Chained (2017) Dollar
1971,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,12.26,Thousand Btu per Chained (2017) Dollar
1972,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,12.24,Thousand Btu per Chained (2017) Dollar
1973,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,12.07,Thousand Btu per Chained (2017) Dollar
1974,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.82,Thousand Btu per Chained (2017) Dollar
1975,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.51,Thousand Btu per Chained (2017) Dollar
1976,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.57,Thousand Btu per Chained (2017) Dollar
1977,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.42,Thousand Btu per Chained (2017) Dollar
1978,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,11.05,Thousand Btu per Chained (2017) Dollar
1979,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,10.83,Thousand Btu per Chained (2017) Dollar
1980,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,10.48,Thousand Btu per Chained (2017) Dollar
1981,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,9.97,Thousand Btu per Chained (2017) Dollar
1982,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,9.69,Thousand Btu per Chained (2017) Dollar
1983,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,9.22,Thousand Btu per Chained (2017) Dollar
1984,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,9.06,Thousand Btu per Chained (2017) Dollar
1985,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.7,Thousand Btu per Chained (2017) Dollar
1986,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.43,Thousand Btu per Chained (2017) Dollar
1987,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.44,Thousand Btu per Chained (2017) Dollar
1988,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.51,Thousand Btu per Chained (2017) Dollar
1989,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.38,Thousand Btu per Chained (2017) Dollar
1990,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.18,Thousand Btu per Chained (2017) Dollar
1991,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.19,Thousand Btu per Chained (2017) Dollar
1992,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,8.06,Thousand Btu per Chained (2017) Dollar
1993,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,7.97,Thousand Btu per Chained (2017) Dollar
1994,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,7.83,Thousand Btu per Chained (2017) Dollar
1995,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,7.77,Thousand Btu per Chained (2017) Dollar
1996,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,7.72,Thousand Btu per Chained (2017) Dollar
1997,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,7.43,Thousand Btu per Chained (2017) Dollar
1998,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,7.16,Thousand Btu per Chained (2017) Dollar
1999,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,6.96,Thousand Btu per Chained (2017) Dollar
2000,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,6.86,Thousand Btu per Chained (2017) Dollar
2001,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,6.63,Thousand Btu per Chained (2017) Dollar
2002,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,6.6,Thousand Btu per Chained (2017) Dollar
2003,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,6.44,Thousand Btu per Chained (2017) Dollar
2004,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,6.35,Thousand Btu per Chained (2017) Dollar
2005,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,6.14,Thousand Btu per Chained (2017) Dollar
2006,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.92,Thousand Btu per Chained (2017) Dollar
2007,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.9,Thousand Btu per Chained (2017) Dollar
2008,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.76,Thousand Btu per Chained (2017) Dollar
2009,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.6,Thousand Btu per Chained (2017) Dollar
2010,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.67,Thousand Btu per Chained (2017) Dollar
2011,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.51,Thousand Btu per Chained (2017) Dollar
2012,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.26,Thousand Btu per Chained (2017) Dollar
2013,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.29,Thousand Btu per Chained (2017) Dollar
2014,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.22,Thousand Btu per Chained (2017) Dollar
2015,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,5.03,Thousand Btu per Chained (2017) Dollar
2016,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.92,Thousand Btu per Chained (2017) Dollar
2017,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.79,Thousand Btu per Chained (2017) Dollar
2018,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.82,Thousand Btu per Chained (2017) Dollar
2019,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.66,Thousand Btu per Chained (2017) Dollar
2020,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.38,Thousand Btu per Chained (2017) Dollar
2021,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.34,Thousand Btu per Chained (2017) Dollar
2022,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.3,Thousand Btu per Chained (2017) Dollar
2023,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.13,Thousand Btu per Chained (2017) Dollar
2024,TETGRUS,PrimEnergyUse_per_GDP,Total Primary Energy Consumption per Real Dollar of GDP in Thousand Btu per Chained (2017) Dollar,4.04,Thousand Btu per Chained (2017) Dollar
1949,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,207,Million Btu
1950,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,220,Million Btu
1951,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,232,Million Btu
1952,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,226,Million Btu
1953,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,228,Million Btu
1954,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,219,Million Btu
1955,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,236,Million Btu
1956,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,241,Million Btu
1957,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,237,Million Btu
1958,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,232,Million Btu
1959,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,238,Million Btu
1960,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,243,Million Btu
1961,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,243,Million Btu
1962,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,250,Million Btu
1963,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,256,Million Btu
1964,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,263,Million Btu
1965,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,271,Million Btu
1966,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,283,Million Btu
1967,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,288,Million Btu
1968,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,303,Million Btu
1969,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,315,Million Btu
1970,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,322,Million Btu
1971,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,324,Million Btu
1972,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,337,Million Btu
1973,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,348,Million Btu
1974,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,336,Million Btu
1975,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,323,Million Btu
1976,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,339,Million Btu
1977,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,347,Million Btu
1978,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,350,Million Btu
1979,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,350,Million Btu
1980,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,335,Million Btu
1981,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,323,Million Btu
1982,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,306,Million Btu
1983,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,302,Million Btu
1984,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,315,Million Btu
1985,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,312,Million Btu
1986,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,310,Million Btu
1987,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,318,Million Btu
1988,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,331,Million Btu
1989,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,335,Million Btu
1990,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,330,Million Btu
1991,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,325,Million Btu
1992,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,327,Million Btu
1993,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,328,Million Btu
1994,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,331,Million Btu
1995,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,333,Million Btu
1996,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,339,Million Btu
1997,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,337,Million Btu
1998,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,336,Million Btu
1999,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,338,Million Btu
2000,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,343,Million Btu
2001,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,331,Million Btu
2002,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,332,Million Btu
2003,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,330,Million Btu
2004,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,335,Million Btu
2005,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,332,Million Btu
2006,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,326,Million Btu
2007,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,329,Million Btu
2008,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,318,Million Btu
2009,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,299,Million Btu
2010,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,308,Million Btu
2011,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,302,Million Btu
2012,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,292,Million Btu
2013,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,298,Million Btu
2014,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,300,Million Btu
2015,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,295,Million Btu
2016,TETPRUS,PrimEnergyUse_per_capita,Total Primary Energy Consumption per Capita in Million Btu,291,Million Btu
